iter	RMSE
311	448.9289525
312	448.6798855
313	448.44955
314	448.1966328
315	447.9119847
316	447.6625465
317	447.4149647
318	447.1540069
319	446.8577502
320	446.5929817
321	446.3450673
322	446.1176112
323	445.8060185
324	445.5753576
325	445.3560222
326	445.0993685
327	444.8683347
328	444.6496858
329	444.4202786
330	444.1629895
331	443.9965147
332	443.7622439
333	443.4863668
334	443.2605525
335	442.9585475
336	442.6758384
337	442.4087996
338	442.1245472
339	441.9256022
340	441.6802793
341	441.4255215
342	441.1552111
343	440.9542638
344	440.7317889
345	440.5240789
346	440.2915871
347	440.0830384
348	439.8375084
349	439.6207031
350	439.3712606
351	439.131741
352	438.8476615
353	438.6483291
354	438.4286882
355	438.205999
356	437.9754211
357	437.746242
358	437.5989447
359	437.3992333
360	437.2167256
361	437.0433747
362	436.8289399
363	436.521444
364	436.3131582
365	436.1133597
366	435.9219338
367	435.683935
368	435.4542625
369	435.2655645
370	435.0460853
371	434.7981422
372	434.6029337
373	434.3751132
374	434.1455481
375	433.9757648
376	433.7314914
377	433.5236136
378	433.326976
379	433.1410858
380	432.9449973
381	432.748598
382	432.5221324
383	432.3338607
384	432.1883433
385	432.0134534
386	431.8756587
387	431.6247643
388	431.3941101
389	431.2626796
390	430.9867725
391	430.8743136
392	430.6881407
393	430.5124887
394	430.3317248
395	430.1305712
396	429.9723488
397	429.8225034
398	429.6358193
399	429.4475269
400	429.2857446
401	429.1273037
402	428.9476484
403	428.6973929
404	428.5080391
405	428.3122896
406	428.1360386
407	427.9723812
408	427.7743106
409	427.6144425
410	427.4639648
411	427.2918737
412	427.0926393
413	426.9209673
414	426.7703071
415	426.5569079
416	426.3846135
417	426.2345906
418	426.0734644
419	425.9194933
420	425.7872181
421	425.6316798
422	425.4810964
423	425.3276601
424	425.1771249
425	425.0128853
426	424.836659
427	424.6446127
428	424.5072339
429	424.3330807
430	424.211169
431	423.9899581
432	423.8474021
433	423.666897
434	423.5116179
435	423.3546692
436	423.2094584
437	423.0450933
438	422.905652
439	422.717003
440	422.5812638
441	422.433613
442	422.2658775
443	422.0940916
444	421.9757217
445	421.8222733
446	421.697767
447	421.5350786
448	421.4177806
449	421.2792638
450	421.1236137
451	420.9757418
452	420.842495
453	420.6529213
454	420.5130663
455	420.3730013
456	420.2381258
457	420.0974371
458	419.9442704
459	419.8217568
460	419.6844484
461	419.55313
462	419.3806051
463	419.2284074
464	419.0923478
465	418.9212968
466	418.7524647
467	418.6219048
468	418.4931245
469	418.3472972
470	418.2367116
471	418.1145799
472	417.9910847
473	417.8751307
474	417.755405
475	417.5692563
476	417.4388941
477	417.3134762
478	417.1628306
479	417.007986
480	416.8725458
481	416.7461093
482	416.6217556
483	416.5035425
484	416.3946405
485	416.271773
486	416.1550661
487	416.0520288
488	415.9273852
489	415.7101141
490	415.5806809
491	415.4434568
492	415.3262074
493	415.1689366
494	415.0664878
495	414.9452805
496	414.8257496
497	414.6999519
498	414.5790962
499	414.4316426
500	414.2981965
501	414.1823592
502	414.0732452
503	413.9006025
504	413.8089827
505	413.689316
506	413.5424697
507	413.423996
508	413.2829608
509	413.1525351
510	413.0361754
511	412.9201074
512	412.8015764
513	412.6904628
514	412.5572609
515	412.4551068
516	412.3398034
517	412.2242578
518	412.0917882
519	411.9773428
520	411.8812884
521	411.7712567
522	411.6560808
523	411.5816213
524	411.474038
525	411.3659254
526	411.2632495
527	411.1505227
528	411.0440181
529	410.9071987
530	410.8014314
531	410.6887476
532	410.5677735
533	410.4428119
534	410.3185015
535	410.1779538
536	410.0326824
537	409.887777
538	409.7600348
539	409.6301121
540	409.5257117
541	409.4468502
542	409.345715
543	409.2216226
544	409.124579
545	409.0071871
546	408.9012145
547	408.8188905
548	408.7201163
549	408.6397195
550	408.4791784
551	408.3778715
552	408.3132075
553	408.1756954
554	408.061951
555	407.9470113
556	407.8501296
557	407.74682
558	407.6499762
559	407.5201171
560	407.4210847
561	407.3320025
562	407.1719986
563	407.0484202
564	406.9516103
565	406.8450948
566	406.7237756
567	406.6243446
568	406.5206318
569	406.4439166
570	406.2821718
571	406.1277698
572	405.9764325
573	405.9129208
574	405.8189959
575	405.7326354
576	405.6321878
577	405.5030133
578	405.3979876
579	405.2784854
580	405.1875559
581	405.1176529
582	405.0166563
583	404.9223081
584	404.8334076
585	404.7490797
586	404.6767898
587	404.5798987
588	404.4933828
589	404.3854747
590	404.3213275
591	404.2511962
592	404.1579164
593	404.0730167
594	403.9905362
595	403.8947641
596	403.7727027
597	403.6763323
598	403.6016174
599	403.5150166
600	403.4442914
601	403.3649907
602	403.2692459
603	403.1993435
604	403.0852017
605	402.9622165
606	402.8651405
607	402.7723843
608	402.6908228
609	402.5719153
610	402.4695463
611	402.3858586
612	402.3056831
613	402.2250197
614	402.1523599
615	402.0489012
616	401.9649842
617	401.8892707
618	401.8104198
619	401.7101353
620	401.5633833
621	401.4843009
622	401.3797329
623	401.3248939
624	401.2212566
625	401.1457234
626	401.0633742
627	400.9680113
628	400.8655986
629	400.7852791
630	400.7061045
631	400.6156056
632	400.5391908
633	400.4373356
634	400.3356588
635	400.2460998
636	400.1559238
637	400.0454863
638	399.9690242
639	399.8924685
640	399.8151505
641	399.7266512
642	399.6384908
643	399.5234502
644	399.4401977
645	399.3395679
646	399.2676783
647	399.1813103
648	399.1231114
649	399.0512321
650	398.9744405
651	398.9115236
652	398.8267624
653	398.7602988
654	398.6912797
655	398.6120885
656	398.4649592
657	398.393932
658	398.3050389
659	398.210122
660	398.1569919
661	398.0903951
662	398.0148628
663	397.9235509
664	397.8343903
665	397.7633663
666	397.675589
667	397.6019435
668	397.5238571
669	397.4548592
670	397.3506752
671	397.2627572
672	397.1904652
673	397.1210559
674	397.0617575
675	396.9866808
676	396.9002208
677	396.8127866
678	396.6990044
679	396.6045163
680	396.529457
681	396.4507713
682	396.3496129
683	396.2607002
684	396.1805214
685	396.10013
686	396.0209258
687	395.9554165
688	395.8731308
689	395.8093808
690	395.7539942
691	395.7032312
692	395.6278337
693	395.55605
694	395.4945767
695	395.4247209
696	395.3465908
697	395.2811027
698	395.2178422
699	395.157951
700	395.0610203
701	394.9877215
702	394.9130607
703	394.8407314
704	394.765807
705	394.6963664
706	394.6071356
707	394.546272
708	394.4873006
709	394.4030428
710	394.3376226
711	394.2397147
712	394.1651334
713	394.099487
714	394.0282739
715	393.9333289
716	393.809565
717	393.7438086
718	393.6811479
719	393.6281367
720	393.5675734
721	393.498337
722	393.423608
723	393.3620229
724	393.2847661
725	393.1982949
726	393.1179402
727	393.0514484
728	392.998989
729	392.9347573
730	392.8505377
731	392.7993804
732	392.7144708
733	392.6418672
734	392.5917316
735	392.5192805
736	392.4354552
737	392.39178
738	392.332938
739	392.2495724
740	392.1619447
741	392.0975456
742	392.0405979
743	391.9867851
744	391.9049167
745	391.8461777
746	391.7735657
747	391.7030986
748	391.640852
749	391.5985851
750	391.5446009
751	391.4825003
752	391.4324255
753	391.3742747
754	391.318997
755	391.2576627
756	391.1997389
757	391.1474353
758	391.0908399
759	391.0259078
760	390.9664645
761	390.8921106
762	390.8211551
763	390.7412437
764	390.6655945
765	390.6041569
766	390.5498425
767	390.4611931
768	390.3998317
769	390.2833485
770	390.2054681
771	390.1542698
772	390.0811564
773	390.0064724
774	389.9493246
775	389.899826
776	389.8379203
777	389.7588888
778	389.6954546
779	389.6439873
780	389.5883365
781	389.5465487
782	389.4912946
783	389.4149763
784	389.3444011
785	389.2922737
786	389.2265953
787	389.1541716
788	389.0126733
789	388.9486479
790	388.8903834
791	388.8207092
792	388.7471832
793	388.7015568
794	388.6181723
795	388.5539685
796	388.4736533
797	388.3914027
798	388.3412144
799	388.2562936
800	388.1942557
801	388.1386419
802	388.0954498
803	388.0241577
804	387.9550681
805	387.8869342
806	387.8087157
807	387.7488837
808	387.7111731
809	387.6593904
810	387.6160459
811	387.5308815
812	387.4670345
813	387.3849554
814	387.316538
815	387.2620156
816	387.1905007
817	387.131413
818	387.0617448
819	387.0042782
820	386.9575028
821	386.9013671
822	386.8535969
823	386.8060913
824	386.7597637
825	386.7040713
826	386.6574488
827	386.6101969
828	386.5475557
829	386.5026912
830	386.445596
831	386.3837382
832	386.3184139
833	386.2636632
834	386.2067114
835	386.1457087
836	386.0841947
837	386.0325884
838	385.9644049
839	385.9090574
840	385.8523348
841	385.7829399
842	385.7356346
843	385.670561
844	385.6260574
845	385.576255
846	385.506127
847	385.4470976
848	385.4045968
849	385.3520368
850	385.3018442
851	385.2479022
852	385.1853502
853	385.1450072
854	385.0864491
855	385.0315051
856	384.9771821
857	384.9356736
858	384.8653546
859	384.7509117
860	384.6925701
861	384.6326091
862	384.5534178
863	384.5138784
864	384.4624183
865	384.4008091
866	384.3581382
867	384.3102256
868	384.2670551
869	384.2015456
870	384.161421
871	384.1171462
872	384.0689087
873	384.0046443
874	383.9448248
875	383.9173559
876	383.8647687
877	383.8086944
878	383.7468717
879	383.6833889
880	383.6119477
881	383.5053022
882	383.4706659
883	383.4263665
884	383.3603129
885	383.3107617
886	383.2693866
887	383.2073732
888	383.1564677
889	383.0827152
890	383.0289278
891	382.9852029
892	382.937579
893	382.8848546
894	382.8302549
895	382.7825365
896	382.725825
897	382.6847816
898	382.6395361
899	382.5897525
900	382.5482836
901	382.5058839
902	382.460407
903	382.4153924
904	382.3783449
905	382.3331176
906	382.2866267
907	382.2413758
908	382.1895271
909	382.1327301
910	382.0601472
911	382.0193257
912	381.9699616
913	381.925915
914	381.8653268
915	381.801598
916	381.7554829
917	381.6962365
918	381.6514072
919	381.5801075
920	381.5359442
921	381.4896543
922	381.4418447
923	381.4062865
924	381.3675349
925	381.3282082
926	381.26713
927	381.196717
928	381.1479204
929	381.1171111
930	381.0690754
931	381.0230454
932	380.9737779
933	380.9315485
934	380.881671
935	380.8332676
936	380.7501745
937	380.6988756
938	380.6433018
939	380.5791133
940	380.5392179
941	380.4843025
942	380.4375112
943	380.3854918
944	380.326771
945	380.2825775
946	380.2390621
947	380.2024281
948	380.1582621
949	380.1232566
950	380.0853421
951	380.0084192
952	379.9697597
953	379.939502
954	379.8980538
955	379.8371841
956	379.8007135
957	379.7482943
958	379.6877407
959	379.6372821
960	379.586172
961	379.5515705
962	379.510036
963	379.461427
964	379.4169055
965	379.38098
966	379.3320584
967	379.3009911
968	379.2692477
969	379.2251863
970	379.1677019
971	379.1226135
972	379.0890551
973	379.0597309
974	379.0109495
975	378.9585855
976	378.9072959
977	378.8654433
978	378.8242061
979	378.7719974
980	378.7243619
981	378.6784045
982	378.6387477
983	378.5947323
984	378.5326458
985	378.50621
986	378.4627465
987	378.4253452
988	378.3899359
989	378.3466982
990	378.3142832
991	378.2705814
992	378.2211019
993	378.1631924
994	378.0985532
995	378.0663674
996	378.018634
997	377.9865991
998	377.9493075
999	377.9205574
